,Date,Sales_Amount,Units_Sold,Product_Category,Product_Name,Revenue,Customer_Rating,Sales_Channel,,,,,,,
2461,26/09/2011,"£3,558.00",6,Mobile Phones,Smartphone,"£5,988.00",1,In-Store,,,,,,,
2464,29/09/2011,"£14,651.00",79,Electronics,Headphones,"£5,991.00",3,In-Store,,,,,,,
2465,30/09/2011,"£15,470.00",65,Electronics,Headphones,"£5,992.00",5,Online,,,,,,,
2473,10/08/2011,"£10,541.00",38,Electronics,Tablet,"£6,000.00",2,Online,,,,,,,
2474,10/09/2011,"£19,681.00",55,Electronics,Headphones,"£6,001.00",3,In-Store,,,,,,,
2475,10/10/2011,"£10,099.00",64,Electronics,Tablet,"£6,002.00",5,Online,,,,,,,
2477,10/12/2011,"£4,380.00",9,Mobile Phones,Smartphone,"£6,004.00",4,In-Store,,,,,,,
2480,15/10/2011,"£19,037.00",51,Computers,Laptop,"£6,007.00",4,In-Store,,,,,,,
2481,16/10/2011,"£4,956.00",16,Mobile Phones,Smartphone,"£6,008.00",1,Online,,,,,,,
2482,17/10/2011,"£8,262.00",34,Electronics,Headphones,"£6,009.00",2,In-Store,,,,,,,
2483,18/10/2011,"£17,711.00",38,Mobile Phones,Smartphone,"£6,010.00",1,Online,,,,,,,
2485,20/10/2011,"£12,965.00",13,Computers,Laptop,"£6,012.00",4,In-Store,,,,,,,
2486,21/10/2011,"£14,057.00",95,Electronics,Headphones,"£6,013.00",5,Online,,,,,,,
2488,23/10/2011,"£3,189.00",26,Electronics,Tablet,"£6,015.00",1,In-Store,,,,,,,
2492,27/10/2011,"£14,997.00",74,Electronics,Tablet,"£6,019.00",3,Online,,,,,,,
2493,28/10/2011,"£10,134.00",43,Electronics,Headphones,"£6,020.00",5,Online,,,,,,,
2494,29/10/2011,"£5,864.00",33,Electronics,Headphones,"£6,021.00",2,In-Store,,,,,,,
2495,30/10/2011,"£11,016.00",31,Electronics,Headphones,"£6,022.00",2,Online,,,,,,,
2496,31/10/2011,"£4,199.00",39,Electronics,Tablet,"£6,023.00",3,Online,,,,,,,
2498,11/02/2011,"£15,673.00",61,Electronics,Headphones,"£6,025.00",1,Online,,,,,,,
2499,11/03/2011,"£13,316.00",34,Electronics,Tablet,"£6,026.00",4,Online,,,,,,,
2500,11/04/2011,"£17,800.00",30,Mobile Phones,Smartphone,"£6,027.00",1,In-Store,,,,,,,
2503,11/07/2011,"£13,524.00",33,Electronics,Headphones,"£6,030.00",2,Online,,,,,,,
2509,13/11/2011,"£8,223.00",20,Electronics,Headphones,"£6,036.00",4,Online,,,,,,,
2510,14/11/2011,"£1,231.00",10,Electronics,Tablet,"£6,037.00",3,In-Store,,,,,,,
2512,16/11/2011,"£3,802.00",23,Computers,Laptop,"£6,039.00",5,Online,,,,,,,
2515,19/11/2011,"£5,385.00",2,Mobile Phones,Smartphone,"£6,042.00",3,Online,,,,,,,
2517,21/11/2011,"£8,992.00",1,Computers,Laptop,"£6,044.00",3,In-Store,,,,,,,
2519,23/11/2011,"£12,534.00",48,Mobile Phones,Smartphone,"£6,046.00",4,In-Store,,,,,,,
2521,25/11/2011,"£12,287.00",18,Electronics,Headphones,"£6,048.00",5,In-Store,,,,,,,
2524,28/11/2011,"£15,664.00",57,Mobile Phones,Smartphone,"£6,051.00",3,In-Store,,,,,,,
2529,12/03/2011,"£3,171.00",21,Mobile Phones,Smartphone,"£6,056.00",5,Online,,,,,,,
2532,12/06/2011,"£18,415.00",68,Electronics,Tablet,"£6,059.00",2,In-Store,,,,,,,
2534,12/08/2011,"£10,795.00",93,Mobile Phones,Smartphone,"£6,061.00",3,In-Store,,,,,,,
2535,12/09/2011,"£14,969.00",37,Computers,Laptop,"£6,062.00",5,Online,,,,,,,
2537,12/11/2011,"£11,474.00",69,Computers,Laptop,"£6,064.00",4,Online,,,,,,,
2541,15/12/2011,"£6,637.00",18,Mobile Phones,Smartphone,"£6,068.00",3,In-Store,,,,,,,
2546,20/12/2011,"£13,026.00",58,Computers,Laptop,"£6,073.00",5,In-Store,,,,,,,
2547,21/12/2011,"£10,644.00",68,Mobile Phones,Smartphone,"£6,074.00",3,Online,,,,,,,
2550,24/12/2011,"£14,267.00",61,Electronics,Headphones,"£6,077.00",1,In-Store,,,,,,,
2551,25/12/2011,"£10,007.00",84,Computers,Laptop,"£6,078.00",1,In-Store,,,,,,,
2553,27/12/2011,"£10,306.00",43,Electronics,Tablet,"£6,080.00",3,Online,,,,,,,
2555,29/12/2011,"£13,932.00",25,Electronics,Tablet,"£6,082.00",3,Online,,,,,,,
2556,30/12/2011,"£17,307.00",53,Mobile Phones,Smartphone,"£6,083.00",3,In-Store,,,,,,,
2557,31/12/2011,"£13,219.00",93,Computers,Laptop,"£6,084.00",3,In-Store,,,,,,,
2559,01/02/2012,"£3,085.00",29,Mobile Phones,Smartphone,"£6,086.00",5,In-Store,,,,,,,
2563,01/06/2012,"£18,537.00",99,Electronics,Tablet,"£6,090.00",3,Online,,,,,,,
2564,01/07/2012,"£6,092.00",39,Computers,Laptop,"£6,091.00",3,Online,,,,,,,
2568,01/11/2012,"£3,210.00",11,Mobile Phones,Smartphone,"£6,095.00",2,In-Store,,,,,,,
2569,01/12/2012,"£14,007.00",79,Computers,Laptop,"£6,096.00",5,Online,,,,,,,
2572,15/01/2012,"£15,527.00",62,Electronics,Tablet,"£6,099.00",3,In-Store,,,,,,,
2573,16/01/2012,"£10,848.00",59,Electronics,Headphones,"£6,100.00",4,In-Store,,,,,,,
2574,17/01/2012,"£18,163.00",17,Mobile Phones,Smartphone,"£6,101.00",2,Online,,,,,,,
2575,18/01/2012,"£16,299.00",65,Electronics,Headphones,"£6,102.00",1,In-Store,,,,,,,
2579,22/01/2012,"£16,074.00",68,Computers,Laptop,"£6,106.00",3,Online,,,,,,,
2582,25/01/2012,"£16,147.00",57,Electronics,Tablet,"£6,109.00",3,In-Store,,,,,,,
2583,26/01/2012,"£11,099.00",71,Computers,Laptop,"£6,110.00",3,In-Store,,,,,,,
2585,28/01/2012,£706.00,31,Mobile Phones,Smartphone,"£6,112.00",3,In-Store,,,,,,,
2588,31/01/2012,"£16,620.00",47,Electronics,Tablet,"£6,115.00",5,In-Store,,,,,,,
2589,02/01/2012,"£16,800.00",75,Electronics,Tablet,"£6,116.00",3,Online,,,,,,,
2592,02/04/2012,"£16,088.00",32,Mobile Phones,Smartphone,"£6,119.00",3,In-Store,,,,,,,
2601,13/02/2012,"£19,081.00",48,Mobile Phones,Smartphone,"£6,128.00",3,In-Store,,,,,,,
2602,14/02/2012,"£17,361.00",64,Electronics,Tablet,"£6,129.00",5,In-Store,,,,,,,
2603,15/02/2012,"£16,666.00",53,Mobile Phones,Smartphone,"£6,130.00",5,Online,,,,,,,
2605,17/02/2012,"£1,446.00",22,Mobile Phones,Smartphone,"£6,132.00",2,In-Store,,,,,,,
2610,22/02/2012,"£11,243.00",59,Computers,Laptop,"£6,137.00",1,In-Store,,,,,,,
2611,23/02/2012,"£6,496.00",26,Mobile Phones,Smartphone,"£6,138.00",2,In-Store,,,,,,,
2612,24/02/2012,"£18,066.00",22,Computers,Laptop,"£6,139.00",3,Online,,,,,,,
2613,25/02/2012,"£12,951.00",89,Mobile Phones,Smartphone,"£6,140.00",1,In-Store,,,,,,,
2615,27/02/2012,"£14,145.00",95,Electronics,Headphones,"£6,142.00",2,In-Store,,,,,,,
2616,28/02/2012,"£3,491.00",13,Mobile Phones,Smartphone,"£6,143.00",3,In-Store,,,,,,,
2617,29/02/2012,"£15,226.00",79,Electronics,Headphones,"£6,144.00",4,In-Store,,,,,,,
2619,03/02/2012,"£10,162.00",90,Mobile Phones,Smartphone,"£6,146.00",3,Online,,,,,,,
2621,03/04/2012,"£19,807.00",72,Electronics,Headphones,"£6,148.00",5,In-Store,,,,,,,
2623,03/06/2012,"£16,699.00",17,Electronics,Tablet,"£6,150.00",3,In-Store,,,,,,,
2625,03/08/2012,"£18,045.00",91,Computers,Laptop,"£6,152.00",1,Online,,,,,,,
2626,03/09/2012,"£12,804.00",98,Computers,Laptop,"£6,153.00",2,In-Store,,,,,,,
2629,03/12/2012,"£7,805.00",29,Computers,Laptop,"£6,156.00",2,In-Store,,,,,,,
2636,19/03/2012,"£13,663.00",93,Electronics,Headphones,"£6,163.00",3,Online,,,,,,,
2639,22/03/2012,"£14,947.00",88,Mobile Phones,Smartphone,"£6,166.00",3,In-Store,,,,,,,
2643,26/03/2012,"£3,745.00",35,Mobile Phones,Smartphone,"£6,170.00",1,In-Store,,,,,,,
2644,27/03/2012,"£5,548.00",4,Computers,Laptop,"£6,171.00",3,In-Store,,,,,,,
2646,29/03/2012,"£10,026.00",63,Computers,Laptop,"£6,173.00",4,In-Store,,,,,,,
2647,30/03/2012,"£5,234.00",7,Computers,Laptop,"£6,174.00",4,Online,,,,,,,
2648,31/03/2012,"£10,086.00",22,Computers,Laptop,"£6,175.00",2,In-Store,,,,,,,
2650,04/02/2012,"£12,917.00",55,Electronics,Tablet,"£6,177.00",4,In-Store,,,,,,,
2652,04/04/2012,"£5,724.00",34,Computers,Laptop,"£6,179.00",3,In-Store,,,,,,,
2658,04/10/2012,"£5,985.00",28,Electronics,Tablet,"£6,185.00",3,Online,,,,,,,
2662,14/04/2012,"£6,471.00",28,Electronics,Tablet,"£6,189.00",3,Online,,,,,,,
2664,16/04/2012,"£12,682.00",71,Computers,Laptop,"£6,191.00",1,Online,,,,,,,
2675,27/04/2012,"£6,781.00",34,Electronics,Headphones,"£6,202.00",2,Online,,,,,,,
2676,28/04/2012,"£15,301.00",29,Electronics,Headphones,"£6,203.00",3,In-Store,,,,,,,
2677,29/04/2012,"£11,360.00",54,Electronics,Tablet,"£6,204.00",5,Online,,,,,,,
2681,05/03/2012,"£8,835.00",36,Electronics,Headphones,"£6,208.00",4,Online,,,,,,,
2685,05/07/2012,"£13,203.00",95,Computers,Laptop,"£6,212.00",4,Online,,,,,,,
2686,05/08/2012,"£12,729.00",84,Electronics,Tablet,"£6,213.00",3,Online,,,,,,,
2689,05/11/2012,"£5,154.00",22,Mobile Phones,Smartphone,"£6,216.00",5,In-Store,,,,,,,
2690,05/12/2012,"£12,616.00",39,Electronics,Headphones,"£6,217.00",3,Online,,,,,,,
2691,13/05/2012,"£17,181.00",72,Electronics,Tablet,"£6,218.00",4,In-Store,,,,,,,
2692,14/05/2012,"£15,287.00",71,Electronics,Tablet,"£6,219.00",2,Online,,,,,,,
2693,15/05/2012,"£15,846.00",46,Electronics,Headphones,"£6,220.00",2,In-Store,,,,,,,
2696,18/05/2012,"£1,672.00",39,Electronics,Tablet,"£6,223.00",3,Online,,,,,,,
2697,19/05/2012,"£14,197.00",17,Electronics,Tablet,"£6,224.00",4,Online,,,,,,,
2698,20/05/2012,"£15,666.00",90,Electronics,Headphones,"£6,225.00",5,In-Store,,,,,,,
2702,24/05/2012,"£6,689.00",15,Electronics,Tablet,"£6,229.00",2,In-Store,,,,,,,
2709,31/05/2012,"£16,170.00",80,Mobile Phones,Smartphone,"£6,236.00",1,Online,,,,,,,
2710,06/01/2012,"£11,293.00",88,Electronics,Headphones,"£6,237.00",2,Online,,,,,,,
2712,06/03/2012,"£5,139.00",20,Electronics,Headphones,"£6,239.00",4,In-Store,,,,,,,
2715,06/06/2012,"£17,223.00",56,Electronics,Tablet,"£6,242.00",5,Online,,,,,,,
2717,06/08/2012,"£10,532.00",72,Electronics,Tablet,"£6,244.00",4,In-Store,,,,,,,
2720,06/11/2012,"£17,552.00",61,Electronics,Tablet,"£6,247.00",3,Online,,,,,,,
2724,15/06/2012,"£19,323.00",21,Computers,Laptop,"£6,251.00",5,Online,,,,,,,
2727,18/06/2012,"£16,008.00",23,Computers,Laptop,"£6,254.00",3,Online,,,,,,,
2728,19/06/2012,£770.00,6,Electronics,Headphones,"£6,255.00",2,In-Store,,,,,,,
2729,20/06/2012,"£16,947.00",37,Electronics,Headphones,"£6,256.00",5,In-Store,,,,,,,
2730,21/06/2012,"£11,834.00",24,Computers,Laptop,"£6,257.00",2,In-Store,,,,,,,
2733,24/06/2012,"£3,540.00",33,Computers,Laptop,"£6,260.00",3,Online,,,,,,,
2734,25/06/2012,"£17,138.00",85,Mobile Phones,Smartphone,"£6,261.00",2,In-Store,,,,,,,
2736,27/06/2012,"£16,597.00",24,Electronics,Headphones,"£6,263.00",5,In-Store,,,,,,,
2738,29/06/2012,"£17,874.00",23,Electronics,Tablet,"£6,265.00",2,Online,,,,,,,
2739,30/06/2012,"£4,354.00",37,Electronics,Headphones,"£6,266.00",3,Online,,,,,,,
2740,07/01/2012,"£14,131.00",40,Electronics,Headphones,"£6,267.00",5,In-Store,,,,,,,
2743,07/04/2012,"£16,333.00",90,Electronics,Headphones,"£6,270.00",4,Online,,,,,,,
2745,07/06/2012,"£12,180.00",13,Electronics,Headphones,"£6,272.00",3,In-Store,,,,,,,
2753,14/07/2012,"£8,685.00",38,Computers,Laptop,"£6,280.00",3,Online,,,,,,,
2756,17/07/2012,"£11,058.00",31,Mobile Phones,Smartphone,"£6,283.00",1,Online,,,,,,,
2762,23/07/2012,"£7,831.00",29,Mobile Phones,Smartphone,"£6,289.00",3,In-Store,,,,,,,
2767,28/07/2012,"£14,897.00",89,Computers,Laptop,"£6,294.00",4,In-Store,,,,,,,
2770,31/07/2012,"£17,207.00",80,Electronics,Tablet,"£6,297.00",4,Online,,,,,,,
2772,08/02/2012,"£15,601.00",82,Mobile Phones,Smartphone,"£6,299.00",2,In-Store,,,,,,,
2774,08/04/2012,"£11,069.00",84,Mobile Phones,Smartphone,"£6,301.00",1,Online,,,,,,,
2777,08/07/2012,"£13,672.00",16,Electronics,Headphones,"£6,304.00",5,In-Store,,,,,,,
2778,08/08/2012,"£19,395.00",92,Computers,Laptop,"£6,305.00",1,Online,,,,,,,
2779,08/09/2012,"£6,228.00",11,Computers,Laptop,"£6,306.00",3,In-Store,,,,,,,
2780,08/10/2012,"£10,512.00",68,Electronics,Headphones,"£6,307.00",2,Online,,,,,,,
2781,08/11/2012,"£18,595.00",37,Mobile Phones,Smartphone,"£6,308.00",4,In-Store,,,,,,,
2785,15/08/2012,"£18,581.00",95,Computers,Laptop,"£6,312.00",2,Online,,,,,,,
2788,18/08/2012,"£2,812.00",31,Computers,Laptop,"£6,315.00",3,Online,,,,,,,
2789,19/08/2012,"£19,866.00",15,Electronics,Tablet,"£6,316.00",2,Online,,,,,,,
2790,20/08/2012,"£1,065.00",38,Electronics,Tablet,"£6,317.00",4,Online,,,,,,,
2791,21/08/2012,"£12,109.00",31,Computers,Laptop,"£6,318.00",1,Online,,,,,,,
2792,22/08/2012,"£14,944.00",34,Electronics,Headphones,"£6,319.00",3,Online,,,,,,,
2793,23/08/2012,"£16,438.00",53,Computers,Laptop,"£6,320.00",1,In-Store,,,,,,,
2795,25/08/2012,"£14,032.00",41,Electronics,Headphones,"£6,322.00",1,Online,,,,,,,
2798,28/08/2012,"£5,741.00",8,Computers,Laptop,"£6,325.00",1,Online,,,,,,,
2799,29/08/2012,"£12,015.00",33,Mobile Phones,Smartphone,"£6,326.00",5,In-Store,,,,,,,
2800,30/08/2012,"£11,866.00",47,Electronics,Tablet,"£6,327.00",4,In-Store,,,,,,,
2803,09/02/2012,"£6,747.00",32,Computers,Laptop,"£6,330.00",3,Online,,,,,,,
2807,09/06/2012,"£14,226.00",45,Electronics,Headphones,"£6,334.00",4,Online,,,,,,,
2808,09/07/2012,"£10,953.00",54,Computers,Laptop,"£6,335.00",3,In-Store,,,,,,,
2809,09/08/2012,"£13,559.00",32,Mobile Phones,Smartphone,"£6,336.00",2,In-Store,,,,,,,
2810,09/09/2012,"£12,065.00",33,Electronics,Tablet,"£6,337.00",3,Online,,,,,,,
2813,09/12/2012,"£13,906.00",16,Mobile Phones,Smartphone,"£6,340.00",3,In-Store,,,,,,,
2819,18/09/2012,"£9,302.00",11,Electronics,Headphones,"£6,346.00",3,In-Store,,,,,,,
2821,20/09/2012,"£12,832.00",96,Electronics,Tablet,"£6,348.00",1,Online,,,,,,,
2825,24/09/2012,"£11,345.00",48,Mobile Phones,Smartphone,"£6,352.00",3,In-Store,,,,,,,
2832,10/01/2012,"£11,678.00",14,Computers,Laptop,"£6,359.00",3,In-Store,,,,,,,
2837,10/06/2012,£957.00,34,Electronics,Tablet,"£6,364.00",4,In-Store,,,,,,,
2838,10/07/2012,"£6,851.00",16,Computers,Laptop,"£6,365.00",4,Online,,,,,,,
2839,10/08/2012,"£3,992.00",3,Mobile Phones,Smartphone,"£6,366.00",2,In-Store,,,,,,,
2841,10/10/2012,"£14,557.00",96,Computers,Laptop,"£6,368.00",2,In-Store,,,,,,,
2844,13/10/2012,"£15,107.00",64,Mobile Phones,Smartphone,"£6,371.00",5,In-Store,,,,,,,
2847,16/10/2012,"£1,840.00",22,Computers,Laptop,"£6,374.00",3,In-Store,,,,,,,
2849,18/10/2012,"£12,174.00",45,Electronics,Headphones,"£6,376.00",5,In-Store,,,,,,,
2852,21/10/2012,"£5,111.00",34,Mobile Phones,Smartphone,"£6,379.00",3,Online,,,,,,,
2854,23/10/2012,"£7,492.00",12,Computers,Laptop,"£6,381.00",3,Online,,,,,,,
2856,25/10/2012,"£10,314.00",11,Electronics,Tablet,"£6,383.00",4,Online,,,,,,,
2858,27/10/2012,"£17,937.00",76,Electronics,Headphones,"£6,385.00",3,Online,,,,,,,
2862,31/10/2012,"£7,175.00",22,Electronics,Headphones,"£6,389.00",4,Online,,,,,,,
2863,11/01/2012,"£11,008.00",61,Computers,Laptop,"£6,390.00",1,Online,,,,,,,
2864,11/02/2012,"£11,270.00",12,Electronics,Tablet,"£6,391.00",4,Online,,,,,,,
2865,11/03/2012,"£1,148.00",5,Electronics,Headphones,"£6,392.00",3,Online,,,,,,,
2866,11/04/2012,"£3,566.00",18,Electronics,Tablet,"£6,393.00",3,Online,,,,,,,
2874,11/12/2012,"£2,211.00",30,Electronics,Headphones,"£6,401.00",4,Online,,,,,,,
2878,16/11/2012,"£14,120.00",78,Electronics,Headphones,"£6,405.00",2,Online,,,,,,,
2879,17/11/2012,"£15,479.00",28,Electronics,Headphones,"£6,406.00",2,In-Store,,,,,,,
2880,18/11/2012,"£13,981.00",32,Mobile Phones,Smartphone,"£6,407.00",5,Online,,,,,,,
2882,20/11/2012,"£14,026.00",82,Mobile Phones,Smartphone,"£6,409.00",3,In-Store,,,,,,,
2884,22/11/2012,"£13,761.00",60,Computers,Laptop,"£6,411.00",2,Online,,,,,,,
2888,26/11/2012,"£8,485.00",17,Computers,Laptop,"£6,415.00",2,In-Store,,,,,,,
2891,29/11/2012,"£14,341.00",25,Electronics,Tablet,"£6,418.00",1,In-Store,,,,,,,
2899,12/07/2012,"£11,175.00",18,Electronics,Headphones,"£6,426.00",5,In-Store,,,,,,,
2900,12/08/2012,"£14,126.00",80,Computers,Laptop,"£6,427.00",5,Online,,,,,,,
2902,12/10/2012,"£18,234.00",12,Mobile Phones,Smartphone,"£6,429.00",5,Online,,,,,,,
2903,12/11/2012,"£3,809.00",13,Electronics,Tablet,"£6,430.00",3,In-Store,,,,,,,
2904,12/12/2012,"£8,824.00",38,Computers,Laptop,"£6,431.00",2,In-Store,,,,,,,
2906,14/12/2012,"£9,536.00",38,Mobile Phones,Smartphone,"£6,433.00",5,Online,,,,,,,
2907,15/12/2012,"£10,139.00",74,Mobile Phones,Smartphone,"£6,434.00",1,In-Store,,,,,,,
2910,18/12/2012,"£9,349.00",17,Computers,Laptop,"£6,437.00",3,Online,,,,,,,
2911,19/12/2012,"£13,195.00",38,Computers,Laptop,"£6,438.00",1,In-Store,,,,,,,
2915,23/12/2012,"£16,428.00",25,Mobile Phones,Smartphone,"£6,442.00",5,Online,,,,,,,
2916,24/12/2012,"£13,025.00",85,Computers,Laptop,"£6,443.00",4,In-Store,,,,,,,
2921,29/12/2012,"£11,643.00",70,Electronics,Headphones,"£6,448.00",3,Online,,,,,,,
2922,30/12/2012,"£15,450.00",73,Mobile Phones,Smartphone,"£6,449.00",3,Online,,,,,,,
2924,01/01/2013,"£1,347.00",33,Electronics,Tablet,"£6,451.00",1,In-Store,,,,,,,
2926,01/03/2013,"£2,793.00",32,Electronics,Headphones,"£6,453.00",4,Online,,,,,,,
2932,01/09/2013,"£10,638.00",68,Electronics,Headphones,"£6,459.00",4,In-Store,,,,,,,
2935,01/12/2013,"£10,147.00",73,Electronics,Headphones,"£6,462.00",1,Online,,,,,,,
2937,14/01/2013,"£7,296.00",8,Electronics,Tablet,"£6,464.00",3,In-Store,,,,,,,
2939,16/01/2013,"£10,555.00",44,Electronics,Headphones,"£6,466.00",1,Online,,,,,,,
2940,17/01/2013,"£13,644.00",41,Electronics,Headphones,"£6,467.00",2,Online,,,,,,,
2941,18/01/2013,"£16,709.00",32,Electronics,Tablet,"£6,468.00",3,Online,,,,,,,
2943,20/01/2013,"£14,750.00",92,Computers,Laptop,"£6,470.00",3,In-Store,,,,,,,
2944,21/01/2013,"£18,735.00",17,Computers,Laptop,"£6,471.00",1,Online,,,,,,,
2945,22/01/2013,"£19,736.00",53,Computers,Laptop,"£6,472.00",3,In-Store,,,,,,,
2946,23/01/2013,"£13,152.00",46,Mobile Phones,Smartphone,"£6,473.00",5,Online,,,,,,,
2947,24/01/2013,"£17,709.00",87,Mobile Phones,Smartphone,"£6,474.00",1,In-Store,,,,,,,
2950,27/01/2013,"£3,759.00",24,Electronics,Headphones,"£6,477.00",5,Online,,,,,,,
2951,28/01/2013,"£18,954.00",23,Electronics,Headphones,"£6,478.00",1,Online,,,,,,,
2952,29/01/2013,"£10,960.00",82,Computers,Laptop,"£6,479.00",4,Online,,,,,,,
2965,02/11/2013,"£16,238.00",59,Electronics,Headphones,"£6,492.00",4,Online,,,,,,,
2968,14/02/2013,"£15,796.00",61,Electronics,Tablet,"£6,495.00",3,In-Store,,,,,,,
2969,15/02/2013,"£4,845.00",29,Computers,Laptop,"£6,496.00",2,In-Store,,,,,,,
2972,18/02/2013,"£14,959.00",65,Mobile Phones,Smartphone,"£6,499.00",3,Online,,,,,,,
2973,19/02/2013,"£2,382.00",4,Electronics,Headphones,"£6,500.00",2,In-Store,,,,,,,
2975,21/02/2013,"£10,244.00",94,Mobile Phones,Smartphone,"£6,502.00",3,Online,,,,,,,
2977,23/02/2013,"£13,335.00",93,Computers,Laptop,"£6,504.00",3,In-Store,,,,,,,
2979,25/02/2013,"£2,654.00",5,Mobile Phones,Smartphone,"£6,506.00",2,Online,,,,,,,
2980,26/02/2013,"£17,464.00",29,Mobile Phones,Smartphone,"£6,507.00",2,Online,,,,,,,
2982,28/02/2013,"£18,011.00",33,Electronics,Headphones,"£6,509.00",4,In-Store,,,,,,,
2983,03/01/2013,"£10,528.00",65,Electronics,Headphones,"£6,510.00",3,Online,,,,,,,
2984,03/02/2013,"£10,714.00",11,Electronics,Tablet,"£6,511.00",3,In-Store,,,,,,,
2987,03/05/2013,"£10,121.00",14,Electronics,Headphones,"£6,514.00",3,Online,,,,,,,
2989,03/07/2013,"£15,657.00",37,Mobile Phones,Smartphone,"£6,516.00",4,Online,,,,,,,
2992,03/10/2013,"£10,493.00",86,Mobile Phones,Smartphone,"£6,519.00",5,In-Store,,,,,,,
2997,15/03/2013,"£15,222.00",56,Mobile Phones,Smartphone,"£6,524.00",3,Online,,,,,,,
3000,18/03/2013,"£13,410.00",16,Electronics,Headphones,"£6,527.00",3,In-Store,,,,,,,
3005,23/03/2013,"£18,764.00",69,Mobile Phones,Smartphone,"£6,532.00",4,In-Store,,,,,,,
3008,26/03/2013,"£14,721.00",26,Mobile Phones,Smartphone,"£6,535.00",3,In-Store,,,,,,,
3012,30/03/2013,"£4,299.00",4,Mobile Phones,Smartphone,"£6,539.00",1,In-Store,,,,,,,
3013,31/03/2013,"£5,833.00",30,Mobile Phones,Smartphone,"£6,540.00",3,In-Store,,,,,,,
3015,04/02/2013,"£19,692.00",59,Electronics,Tablet,"£6,542.00",3,In-Store,,,,,,,
3017,04/04/2013,"£18,090.00",66,Mobile Phones,Smartphone,"£6,544.00",4,In-Store,,,,,,,
3020,04/07/2013,"£19,486.00",72,Electronics,Headphones,"£6,547.00",3,In-Store,,,,,,,
3023,04/10/2013,"£19,976.00",62,Electronics,Headphones,"£6,550.00",3,Online,,,,,,,
3024,04/11/2013,"£13,215.00",20,Electronics,Headphones,"£6,551.00",2,In-Store,,,,,,,
3025,04/12/2013,"£16,987.00",42,Computers,Laptop,"£6,552.00",2,In-Store,,,,,,,
3030,17/04/2013,"£19,549.00",42,Electronics,Headphones,"£6,557.00",3,Online,,,,,,,
3031,18/04/2013,"£18,649.00",27,Computers,Laptop,"£6,558.00",4,In-Store,,,,,,,
3032,19/04/2013,"£4,700.00",39,Computers,Laptop,"£6,559.00",4,In-Store,,,,,,,
3035,22/04/2013,"£10,265.00",55,Mobile Phones,Smartphone,"£6,562.00",1,Online,,,,,,,
3037,24/04/2013,"£10,503.00",54,Computers,Laptop,"£6,564.00",3,Online,,,,,,,
3038,25/04/2013,"£4,042.00",32,Mobile Phones,Smartphone,"£6,565.00",1,In-Store,,,,,,,
3039,26/04/2013,"£10,370.00",67,Electronics,Headphones,"£6,566.00",3,Online,,,,,,,
3040,27/04/2013,"£17,443.00",39,Electronics,Tablet,"£6,567.00",5,In-Store,,,,,,,
3041,28/04/2013,"£14,130.00",28,Mobile Phones,Smartphone,"£6,568.00",2,Online,,,,,,,
3043,30/04/2013,"£15,054.00",20,Mobile Phones,Smartphone,"£6,570.00",3,In-Store,,,,,,,
3049,05/06/2013,"£6,263.00",23,Electronics,Headphones,"£6,576.00",2,Online,,,,,,,
3050,05/07/2013,"£12,107.00",28,Electronics,Headphones,"£6,577.00",3,Online,,,,,,,
3051,05/08/2013,"£4,599.00",8,Computers,Laptop,"£6,578.00",5,Online,,,,,,,
3054,05/11/2013,"£12,776.00",85,Mobile Phones,Smartphone,"£6,581.00",3,In-Store,,,,,,,
3055,05/12/2013,"£10,841.00",24,Computers,Laptop,"£6,582.00",3,Online,,,,,,,
3056,13/05/2013,"£1,556.00",10,Mobile Phones,Smartphone,"£6,583.00",5,Online,,,,,,,
3057,14/05/2013,"£10,378.00",71,Electronics,Headphones,"£6,584.00",3,Online,,,,,,,
3060,17/05/2013,"£18,051.00",99,Mobile Phones,Smartphone,"£6,587.00",3,In-Store,,,,,,,
3061,18/05/2013,"£5,479.00",34,Electronics,Headphones,"£6,588.00",5,Online,,,,,,,
3062,19/05/2013,"£9,611.00",37,Electronics,Tablet,"£6,589.00",1,In-Store,,,,,,,
3064,21/05/2013,"£19,737.00",79,Mobile Phones,Smartphone,"£6,591.00",4,Online,,,,,,,
3065,22/05/2013,"£17,310.00",99,Computers,Laptop,"£6,592.00",3,Online,,,,,,,
3070,27/05/2013,"£19,882.00",24,Electronics,Tablet,"£6,597.00",3,In-Store,,,,,,,
3071,28/05/2013,"£11,200.00",69,Electronics,Tablet,"£6,598.00",2,Online,,,,,,,
3072,29/05/2013,"£18,372.00",50,Computers,Laptop,"£6,599.00",5,Online,,,,,,,
3073,30/05/2013,"£14,214.00",30,Mobile Phones,Smartphone,"£6,600.00",3,In-Store,,,,,,,
